failed_logins,requests_per_minute,records_accessed,unique_endpoints,session_duration_min,device_changes,error_rate,unusual_access_time,endpoint_enumeration,attack_label
0,9,3,1,29,1,0.043,0,0,benign
63,39,7,8,10,1,0.572,0,0,brute_force
10,329,119,26,7,4,0.296,0,1,suspicious_data_access
35,40,14,6,9,1,0.549,1,0,brute_force
14,131,32,22,11,1,0.245,1,1,reconnaissance
15,108,26,10,8,1,0.156,1,1,reconnaissance
8,137,23,19,12,2,0.129,1,1,reconnaissance
8,178,10,20,15,1,0.179,1,1,reconnaissance
48,76,10,6,10,0,0.566,1,0,brute_force
47,41,8,5,12,0,0.594,1,0,brute_force
4,242,76,39,4,4,0.187,1,1,suspicious_data_access
0,7,4,3,10,0,0.002,0,0,benign
12,80,22,21,6,2,0.124,1,1,reconnaissance
0,12,1,5,18,1,0.01,0,0,benign
16,446,85,29,4,3,0.339,1,1,suspicious_data_access
0,12,3,2,41,0,0.004,0,0,benign
37,35,15,12,5,2,0.571,1,0,brute_force
32,66,12,3,7,1,0.483,1,0,brute_force
0,12,1,2,21,1,0.021,0,0,benign
5,216,95,21,4,3,0.299,0,1,suspicious_data_access
55,79,20,5,3,0,0.567,1,0,brute_force
20,125,24,24,19,2,0.206,0,1,reconnaissance
17,126,20,22,6,1,0.181,1,1,reconnaissance
0,22,2,5,38,0,0.035,0,0,benign
0,4,2,2,37,0,0.004,0,0,benign
14,60,16,10,12,1,0.156,1,1,reconnaissance
1,16,2,3,43,0,0.005,0,0,benign
0,7,4,3,21,0,0.023,0,0,benign
39,63,10,3,8,1,0.515,0,0,brute_force
20,329,98,34,3,3,0.216,1,1,suspicious_data_access
4,115,33,22,10,1,0.176,0,1,reconnaissance
15,91,17,10,25,1,0.173,1,1,reconnaissance
55,41,15,7,12,2,0.485,1,1,brute_force
1,4,2,1,32,0,0.008,0,0,benign
1,13,3,4,38,0,0.024,0,0,benign
13,120,23,13,19,1,0.208,1,1,reconnaissance
4,128,18,23,18,1,0.246,0,1,reconnaissance
0,14,1,3,41,0,0.017,0,0,benign
1,22,1,3,35,0,0.005,0,0,benign
12,157,11,10,14,2,0.183,1,1,reconnaissance
8,134,31,10,17,1,0.103,1,1,reconnaissance
1,13,1,4,25,1,0.026,0,0,benign
0,7,4,2,31,0,0.021,0,0,benign
0,19,4,2,33,0,0.002,0,0,benign
0,7,1,5,41,0,0.002,0,0,benign
3,91,16,22,17,1,0.137,1,1,reconnaissance
9,212,87,37,5,3,0.351,1,1,suspicious_data_access
0,7,4,1,42,1,0.005,0,0,benign
1,16,2,6,21,0,0.015,0,0,benign
1,13,3,3,38,0,0.004,0,0,benign
40,54,11,7,8,0,0.489,1,0,brute_force
11,236,132,30,4,4,0.242,0,1,suspicious_data_access
8,148,9,10,12,2,0.227,1,1,reconnaissance
0,10,1,1,34,0,0.017,1,0,benign
0,13,1,4,49,1,0.014,0,0,benign
0,4,2,5,31,0,0.016,0,0,benign
0,8,1,4,41,0,0.024,0,0,benign
51,49,12,5,12,1,0.62,1,0,brute_force
55,43,9,4,13,2,0.391,1,0,brute_force
0,17,5,3,41,0,0.005,0,0,benign
16,105,24,17,8,1,0.217,0,1,reconnaissance
4,135,25,14,9,1,0.231,1,1,reconnaissance
27,49,8,4,8,1,0.485,1,0,brute_force
10,162,24,12,11,2,0.157,1,1,reconnaissance
35,49,7,4,7,2,0.421,1,0,brute_force
1,19,3,4,22,0,0.03,0,0,benign
11,123,18,17,10,1,0.179,0,1,reconnaissance
1,14,2,2,49,0,0.026,0,0,benign
8,257,164,40,3,3,0.291,1,1,suspicious_data_access
2,9,4,4,45,0,0.011,0,0,benign
0,7,3,1,10,0,0.012,0,0,benign
0,13,2,1,24,0,0.006,0,0,benign
0,13,5,5,42,0,0.025,0,0,benign
6,207,113,29,7,2,0.244,0,1,suspicious_data_access
11,60,9,10,14,1,0.192,1,1,reconnaissance
0,8,1,1,24,0,0.017,0,0,benign
0,11,3,5,32,0,0.06,0,0,benign
2,8,3,6,37,0,0.042,0,0,benign
8,126,30,17,10,2,0.099,1,1,reconnaissance
22,57,9,6,9,1,0.523,1,0,brute_force
11,254,126,24,6,2,0.267,1,1,suspicious_data_access
1,14,4,4,22,0,0.0,0,0,benign
54,74,16,10,7,0,0.608,0,0,brute_force
0,16,2,2,23,1,0.0,0,0,benign
69,39,5,5,8,1,0.685,1,0,brute_force
4,290,50,20,6,2,0.255,1,1,suspicious_data_access
10,117,28,18,19,1,0.211,0,1,reconnaissance
43,59,9,6,5,2,0.534,1,0,brute_force
55,29,7,3,9,1,0.355,0,0,brute_force
58,28,5,3,8,1,0.522,1,0,brute_force
0,19,3,6,30,0,0.012,0,0,benign
7,317,100,32,4,4,0.311,1,1,suspicious_data_access
0,17,1,4,33,0,0.026,0,0,benign
9,73,13,27,11,1,0.276,0,1,reconnaissance
4,300,116,30,5,2,0.195,1,1,suspicious_data_access
0,13,2,1,47,0,0.023,0,0,benign
0,18,2,3,24,0,0.019,0,0,benign
0,3,2,3,28,0,0.018,0,0,benign
35,52,6,6,3,0,0.501,1,0,brute_force
0,8,2,3,31,1,0.03,0,0,benign
18,218,92,29,4,3,0.286,1,1,suspicious_data_access
5,335,107,36,7,3,0.222,1,1,suspicious_data_access
1,15,3,1,10,0,0.024,0,0,benign
0,3,2,5,17,1,0.014,0,0,benign
9,103,21,22,17,2,0.198,1,1,reconnaissance
13,107,8,17,10,1,0.205,1,1,reconnaissance
1,13,2,3,19,0,0.005,0,0,benign
0,8,5,4,34,0,0.002,0,0,benign
0,16,1,3,41,0,0.001,0,0,benign
2,24,2,3,35,0,0.008,0,0,benign
0,21,3,4,20,0,0.049,0,0,benign
1,15,1,6,27,0,0.015,0,0,benign
0,5,1,4,26,0,0.047,0,0,benign
0,11,2,5,19,0,0.001,0,0,benign
0,13,3,6,12,0,0.004,0,0,benign
58,29,13,5,9,1,0.707,1,0,brute_force
0,12,1,2,29,0,0.006,0,0,benign
1,10,2,3,13,1,0.001,0,0,benign
0,16,4,2,42,0,0.007,0,0,benign
16,288,64,18,7,3,0.25,1,1,suspicious_data_access
15,152,24,18,15,1,0.239,1,1,reconnaissance
9,178,27,14,15,1,0.188,1,1,reconnaissance
0,17,4,2,34,0,0.012,0,0,benign
0,13,1,4,32,0,0.017,0,0,benign
1,17,5,2,10,0,0.028,0,0,benign
68,34,19,10,8,0,0.302,1,0,brute_force
11,169,21,17,14,1,0.183,1,1,reconnaissance
11,123,11,19,13,1,0.086,0,1,reconnaissance
10,143,12,11,16,2,0.104,1,1,reconnaissance
6,335,70,28,8,3,0.231,1,1,suspicious_data_access
1,12,3,2,37,0,0.029,0,0,benign
0,16,6,2,42,0,0.009,0,0,benign
0,10,4,4,26,0,0.013,0,0,benign
0,11,2,4,33,1,0.06,0,0,benign
15,173,13,18,16,1,0.256,1,1,reconnaissance
4,374,83,32,2,2,0.27,1,1,suspicious_data_access
58,42,11,6,8,0,0.493,0,1,brute_force
0,7,3,5,32,0,0.005,0,0,benign
9,139,17,16,13,1,0.138,1,1,reconnaissance
10,248,144,21,4,3,0.24,1,1,suspicious_data_access
0,12,2,5,47,0,0.013,0,0,benign
47,49,10,6,10,2,0.651,0,1,brute_force
0,15,4,5,20,0,0.008,0,0,benign
0,14,2,2,42,0,0.011,0,0,benign
5,404,75,22,3,4,0.184,1,1,suspicious_data_access
2,6,4,4,27,0,0.001,0,0,benign
13,355,130,21,5,3,0.348,1,1,suspicious_data_access
0,19,2,2,27,0,0.016,0,0,benign
13,140,35,20,6,1,0.222,0,1,reconnaissance
14,176,22,14,7,1,0.232,0,1,reconnaissance
1,13,2,2,10,0,0.003,0,0,benign
1,8,2,1,25,0,0.007,0,0,benign
12,117,20,23,17,1,0.276,1,1,reconnaissance
0,17,1,5,43,0,0.0,0,0,benign
11,278,77,34,6,3,0.289,1,1,suspicious_data_access
15,289,106,23,5,2,0.327,1,1,suspicious_data_access
0,14,2,6,41,0,0.003,0,0,benign
0,12,3,3,35,0,0.004,0,0,benign
0,14,3,3,50,0,0.015,0,0,benign
1,15,3,4,39,0,0.008,0,0,benign
1,9,1,2,30,0,0.039,0,0,benign
0,6,3,4,29,0,0.016,0,0,benign
38,63,14,7,10,2,0.483,0,0,brute_force
0,6,1,4,25,0,0.002,0,0,benign
0,12,3,4,32,0,0.002,0,0,benign
0,14,2,5,22,0,0.002,0,0,benign
9,309,60,31,2,2,0.288,1,1,suspicious_data_access
13,121,12,15,15,2,0.271,0,1,reconnaissance
0,13,4,3,19,0,0.018,0,0,benign
0,17,1,3,40,0,0.002,0,0,benign
23,37,10,3,6,1,0.669,1,1,brute_force
65,53,15,6,8,2,0.406,1,0,brute_force
41,72,13,9,6,1,0.364,1,0,brute_force
10,266,88,18,3,3,0.337,1,1,suspicious_data_access
18,146,26,18,11,1,0.218,0,1,reconnaissance
10,214,65,24,5,4,0.317,1,1,suspicious_data_access
0,14,2,6,12,0,0.03,0,0,benign
15,128,13,15,14,1,0.149,0,1,reconnaissance
0,4,2,2,39,0,0.016,0,0,benign
4,231,109,26,2,4,0.319,1,1,suspicious_data_access
10,261,113,35,4,3,0.243,1,1,suspicious_data_access
8,106,36,20,17,2,0.248,0,1,reconnaissance
68,77,13,9,7,1,0.41,1,0,brute_force
1,7,3,4,19,0,0.009,0,0,benign
10,265,104,42,6,3,0.367,1,1,suspicious_data_access
0,13,5,2,25,0,0.01,0,0,benign
3,122,22,16,13,1,0.19,1,1,reconnaissance
33,59,15,5,9,0,0.331,0,0,brute_force
4,302,63,23,6,3,0.264,1,1,suspicious_data_access
0,4,4,2,29,0,0.005,0,0,benign
51,45,4,7,13,0,0.494,1,0,brute_force
6,374,121,37,2,3,0.306,1,1,suspicious_data_access
54,51,4,6,10,1,0.482,0,0,brute_force
11,126,29,23,14,1,0.104,1,1,reconnaissance
38,25,7,10,9,1,0.633,1,1,brute_force
0,11,4,3,41,0,0.003,0,0,benign
14,254,101,23,3,3,0.27,1,1,suspicious_data_access
8,102,18,17,19,1,0.278,1,1,reconnaissance
11,267,73,31,7,3,0.316,1,1,suspicious_data_access
2,8,4,4,36,0,0.008,0,0,benign
13,145,12,12,12,1,0.217,1,1,reconnaissance
0,15,3,2,24,0,0.019,0,0,benign
7,100,10,21,14,1,0.169,0,1,reconnaissance
1,12,1,3,37,0,0.002,0,0,benign
3,154,18,11,10,2,0.137,1,1,reconnaissance
7,324,79,33,3,2,0.259,1,1,suspicious_data_access
0,12,7,5,29,0,0.011,0,0,benign
50,50,11,9,14,1,0.441,1,0,brute_force
1,11,2,6,18,0,0.008,0,0,benign
2,17,3,1,40,1,0.013,0,0,benign
7,243,144,38,7,3,0.277,1,1,suspicious_data_access
2,22,1,5,29,0,0.01,0,0,benign
9,178,37,15,6,1,0.08,0,1,reconnaissance
89,62,8,3,10,2,0.382,1,0,brute_force
0,12,3,3,25,0,0.001,0,0,benign
78,51,8,6,5,2,0.36,1,0,brute_force
1,11,2,4,30,0,0.022,0,0,benign
0,13,2,3,40,0,0.007,0,0,benign
0,10,2,3,25,0,0.028,0,0,benign
1,16,1,4,33,0,0.014,0,0,benign
0,10,4,3,10,0,0.03,0,0,benign
18,91,13,12,16,1,0.187,1,1,reconnaissance
4,248,92,30,3,3,0.21,1,1,suspicious_data_access
5,61,15,19,11,1,0.162,1,1,reconnaissance
0,7,4,3,19,0,0.004,0,0,benign
8,141,28,17,11,2,0.247,0,1,reconnaissance
2,6,1,5,30,0,0.002,0,0,benign
68,42,6,7,12,1,0.626,1,1,brute_force
39,83,11,9,5,0,0.45,1,1,brute_force
0,12,1,4,20,0,0.015,0,0,benign
9,86,26,10,17,1,0.11,1,1,reconnaissance
0,8,4,3,25,0,0.04,0,0,benign
47,47,5,6,10,1,0.505,1,0,brute_force
12,105,13,16,10,2,0.133,0,1,reconnaissance
10,67,15,20,15,1,0.241,1,1,reconnaissance
0,15,2,3,29,0,0.001,0,0,benign
13,215,102,31,5,4,0.374,0,1,suspicious_data_access
1,20,1,3,20,0,0.0,0,0,benign
0,15,4,5,43,0,0.045,0,0,benign
8,175,22,15,10,2,0.176,0,1,reconnaissance
33,59,9,4,7,2,0.555,0,0,brute_force
11,204,97,34,6,3,0.131,1,1,suspicious_data_access
9,134,28,10,14,2,0.26,0,1,reconnaissance
4,132,10,21,11,1,0.127,1,1,reconnaissance
44,62,9,9,6,1,0.311,0,1,brute_force
40,56,18,4,8,0,0.282,0,1,brute_force
7,132,34,27,11,1,0.193,0,1,reconnaissance
25,68,7,8,8,2,0.508,0,0,brute_force
13,104,30,17,14,1,0.197,1,1,reconnaissance
2,7,1,4,38,1,0.019,0,0,benign
0,14,4,4,27,1,0.008,0,0,benign
15,139,26,24,16,1,0.226,0,1,reconnaissance
9,125,12,16,12,1,0.175,1,1,reconnaissance
0,10,4,5,26,0,0.011,0,0,benign
20,241,63,42,2,3,0.335,1,1,suspicious_data_access
1,3,2,4,12,0,0.009,0,0,benign
0,12,1,2,24,0,0.022,0,0,benign
8,148,17,18,20,1,0.218,0,1,reconnaissance
0,10,2,1,41,0,0.025,0,0,benign
2,16,1,4,22,0,0.048,0,0,benign
31,52,10,5,8,2,0.542,1,0,brute_force
0,11,3,2,30,0,0.013,0,0,benign
9,164,20,10,15,1,0.14,0,1,reconnaissance
62,61,11,10,11,0,0.598,0,0,brute_force
0,16,1,1,30,0,0.03,0,0,benign
58,51,10,9,8,1,0.679,1,1,brute_force
0,6,1,4,17,0,0.001,0,0,benign
0,6,3,7,28,0,0.019,0,0,benign
6,60,21,17,7,1,0.177,0,1,reconnaissance
0,4,5,1,55,1,0.003,0,0,benign
9,258,57,22,6,2,0.256,1,1,suspicious_data_access
13,122,16,17,7,2,0.171,1,1,reconnaissance
20,107,26,14,13,1,0.181,1,1,reconnaissance
1,17,5,5,24,0,0.031,0,0,benign
15,140,28,24,12,1,0.133,1,1,reconnaissance
13,229,148,21,7,4,0.236,1,1,suspicious_data_access
1,3,1,3,18,0,0.007,1,0,benign
66,74,5,7,7,1,0.475,0,1,brute_force
13,296,50,30,5,3,0.12,1,1,suspicious_data_access
6,109,12,15,14,2,0.206,1,1,reconnaissance
14,263,63,27,5,3,0.328,1,1,suspicious_data_access
0,7,2,1,37,0,0.012,0,0,benign
11,77,8,13,19,1,0.197,1,1,reconnaissance
14,159,28,18,11,2,0.19,1,1,reconnaissance
0,16,3,3,14,0,0.031,0,0,benign
0,4,3,4,23,1,0.002,0,0,benign
8,296,99,18,4,3,0.352,1,1,suspicious_data_access
11,289,127,32,3,2,0.322,1,1,suspicious_data_access
4,224,75,18,7,2,0.121,1,1,suspicious_data_access
16,165,11,17,15,2,0.167,1,1,reconnaissance
30,39,9,6,7,2,0.391,1,0,brute_force
0,11,3,3,31,0,0.029,0,0,benign
10,357,124,18,2,3,0.375,0,1,suspicious_data_access
1,8,1,4,27,0,0.03,0,0,benign
0,10,4,2,10,0,0.021,0,0,benign
8,112,27,17,18,2,0.257,1,1,reconnaissance
2,17,6,1,42,0,0.011,0,0,benign
0,16,3,4,38,1,0.011,0,0,benign
6,102,8,14,11,2,0.171,0,1,reconnaissance
9,240,135,26,5,3,0.224,1,1,suspicious_data_access
71,48,13,6,10,0,0.506,1,1,brute_force
34,67,7,8,7,1,0.498,0,0,brute_force
0,4,1,3,35,0,0.02,0,0,benign
8,60,18,17,13,2,0.149,0,1,reconnaissance
2,13,2,5,16,0,0.004,0,0,benign
14,308,87,35,5,2,0.282,0,1,suspicious_data_access
50,38,4,7,9,1,0.704,1,1,brute_force
0,5,4,4,19,0,0.003,0,0,benign
6,60,12,18,15,2,0.081,0,1,reconnaissance
0,10,1,3,34,0,0.003,0,0,benign
43,44,4,5,10,1,0.613,1,0,brute_force
59,48,10,6,7,1,0.684,1,0,brute_force
14,176,26,18,15,1,0.181,0,1,reconnaissance
0,16,5,3,21,0,0.018,0,0,benign
1,4,2,4,27,0,0.012,0,0,benign
11,323,125,42,8,3,0.215,1,1,suspicious_data_access
14,106,26,20,10,2,0.151,1,1,reconnaissance
32,69,7,5,10,1,0.306,1,0,brute_force
12,70,26,19,11,2,0.143,0,1,reconnaissance
45,60,7,7,3,1,0.602,1,0,brute_force
0,3,4,6,27,0,0.005,0,0,benign
1,15,3,1,29,0,0.023,0,0,benign
2,9,1,3,40,0,0.027,0,0,benign
29,58,19,8,3,2,0.413,0,0,brute_force
9,110,24,21,7,1,0.184,1,1,reconnaissance
12,82,26,18,19,1,0.237,1,1,reconnaissance
0,8,5,1,26,0,0.007,1,0,benign
12,171,28,20,18,1,0.094,0,1,reconnaissance
0,6,2,1,26,1,0.002,1,0,benign
30,77,10,6,7,2,0.571,1,0,brute_force
7,135,8,15,21,1,0.202,1,1,reconnaissance
1,7,4,5,31,0,0.051,0,0,benign
0,10,2,1,39,0,0.012,0,0,benign
9,105,19,18,9,2,0.152,0,1,reconnaissance
8,89,26,22,14,1,0.289,0,1,reconnaissance
0,12,1,5,36,0,0.003,0,0,benign
13,117,18,20,20,1,0.185,1,1,reconnaissance
6,91,25,10,11,2,0.32,0,1,reconnaissance
0,10,2,2,26,0,0.002,0,0,benign
0,9,3,2,17,1,0.029,0,0,benign
0,11,5,4,35,0,0.025,0,0,benign
14,179,17,11,15,1,0.274,1,1,reconnaissance
45,39,14,10,7,1,0.513,0,1,brute_force
2,13,4,2,39,0,0.009,0,0,benign
14,178,28,17,16,1,0.116,0,1,reconnaissance
1,9,1,5,33,1,0.022,0,0,benign
0,9,4,3,26,0,0.005,0,0,benign
0,11,1,4,38,0,0.002,0,0,benign
0,7,1,4,36,0,0.002,0,0,benign
40,61,7,6,6,1,0.648,1,1,brute_force
5,235,117,21,4,3,0.368,1,1,suspicious_data_access
2,10,4,2,34,0,0.06,0,0,benign
12,136,14,23,14,1,0.217,1,1,reconnaissance
59,66,16,4,5,0,0.626,1,0,brute_force
42,73,9,6,9,1,0.468,1,0,brute_force
0,8,5,4,35,0,0.015,0,0,benign
7,250,134,36,2,2,0.338,1,1,suspicious_data_access
0,15,4,3,28,0,0.012,0,0,benign
0,7,4,2,16,0,0.016,0,0,benign
0,12,1,3,40,0,0.029,0,0,benign
0,7,5,5,34,0,0.009,0,0,benign
8,159,14,25,11,1,0.12,0,1,reconnaissance
40,33,9,7,13,2,0.558,1,0,brute_force
0,6,3,5,39,0,0.017,0,0,benign
3,10,1,5,40,0,0.025,0,0,benign
0,25,2,6,26,0,0.01,0,0,benign
11,127,36,14,19,2,0.198,0,1,reconnaissance
0,12,2,3,39,0,0.017,0,0,benign
0,8,4,5,37,0,0.01,0,0,benign
0,13,3,3,35,0,0.002,0,0,benign
0,12,1,3,38,0,0.002,0,0,benign
0,13,4,2,14,0,0.026,0,0,benign
0,3,2,4,35,0,0.004,0,0,benign
0,17,1,3,45,0,0.014,0,0,benign
45,49,11,11,3,1,0.548,1,1,brute_force
0,8,3,4,32,0,0.051,0,0,benign
0,12,1,4,30,0,0.015,0,0,benign
48,75,6,8,9,1,0.495,0,0,brute_force
0,13,3,4,56,0,0.006,0,0,benign
19,300,111,32,4,4,0.348,1,1,suspicious_data_access
0,12,2,1,22,0,0.012,0,0,benign
52,67,13,6,4,0,0.494,1,1,brute_force
5,205,165,30,6,2,0.281,1,1,suspicious_data_access
62,66,9,7,7,0,0.41,1,0,brute_force
1,9,4,4,37,0,0.014,0,0,benign
0,15,4,5,35,0,0.032,0,0,benign
7,320,114,30,2,3,0.288,1,1,suspicious_data_access
7,330,79,34,5,4,0.212,0,1,suspicious_data_access
32,43,16,7,14,1,0.402,1,1,brute_force
54,63,11,7,11,1,0.649,1,0,brute_force
7,188,22,22,13,1,0.167,1,1,reconnaissance
30,44,18,7,10,0,0.599,1,1,brute_force
5,81,13,26,12,1,0.08,1,1,reconnaissance
16,137,24,12,16,2,0.194,1,1,reconnaissance
0,11,2,4,30,0,0.031,0,0,benign
1,13,3,4,28,0,0.06,0,0,benign
0,9,2,6,19,0,0.004,0,0,benign
3,85,16,24,17,2,0.261,1,1,reconnaissance
0,14,1,3,23,0,0.037,0,0,benign
37,62,8,5,3,0,0.393,1,0,brute_force
0,8,1,5,28,0,0.009,0,0,benign
0,10,3,4,10,0,0.006,0,0,benign
5,114,15,22,5,2,0.108,1,1,reconnaissance
67,60,8,7,11,1,0.51,1,1,brute_force
0,9,3,2,13,0,0.04,0,0,benign
25,40,8,5,10,2,0.33,1,1,brute_force
1,9,2,3,10,0,0.016,0,0,benign
0,11,2,2,23,0,0.002,0,0,benign
12,289,50,33,5,4,0.208,1,1,suspicious_data_access
6,112,25,18,19,1,0.123,1,1,reconnaissance
14,102,12,18,13,1,0.15,0,1,reconnaissance
0,10,3,5,23,0,0.046,0,0,benign
0,19,3,4,25,0,0.049,0,0,benign
8,110,8,15,15,1,0.166,1,1,reconnaissance
1,16,1,2,41,0,0.002,0,0,benign
40,49,15,6,8,1,0.75,0,0,brute_force
3,169,21,16,12,1,0.08,1,1,reconnaissance
39,48,8,5,8,2,0.503,1,0,brute_force
70,72,16,9,5,1,0.54,1,0,brute_force
3,90,21,17,11,1,0.19,1,1,reconnaissance
0,9,4,3,45,0,0.027,0,0,benign
0,3,2,6,36,0,0.009,0,0,benign
4,285,75,19,2,3,0.31,1,1,suspicious_data_access
41,52,11,5,3,1,0.643,1,0,brute_force
50,34,15,5,7,1,0.374,1,0,brute_force
0,8,2,2,41,1,0.017,0,0,benign
13,154,23,16,17,1,0.147,1,1,reconnaissance
0,6,1,3,30,0,0.025,0,0,benign
0,6,4,3,32,0,0.005,0,0,benign
0,19,1,2,36,0,0.014,0,0,benign
1,13,2,4,49,0,0.008,0,0,benign
1,10,2,3,39,1,0.058,0,0,benign
0,7,1,5,22,0,0.002,0,0,benign
48,48,19,6,9,1,0.566,1,0,brute_force
1,16,1,4,29,0,0.006,0,0,benign
8,107,25,16,19,1,0.139,1,1,reconnaissance
0,17,3,5,40,0,0.007,0,0,benign
0,17,2,5,32,0,0.023,0,0,benign
0,19,3,3,21,0,0.007,0,0,benign
0,15,3,5,26,0,0.004,0,0,benign
1,10,1,1,35,0,0.014,0,0,benign
1,8,3,6,16,0,0.007,0,0,benign
0,12,3,4,24,1,0.043,1,0,benign
4,266,89,34,5,3,0.341,1,1,suspicious_data_access
1,16,5,2,47,0,0.023,0,0,benign
9,233,145,29,3,2,0.317,1,1,suspicious_data_access
1,9,1,4,29,0,0.005,0,0,benign
9,80,30,15,11,1,0.09,1,1,reconnaissance
0,12,1,3,28,0,0.002,0,0,benign
3,11,3,3,41,0,0.015,0,0,benign
0,13,3,2,21,0,0.001,0,0,benign
0,10,2,2,29,0,0.002,0,0,benign
2,5,2,5,31,0,0.025,0,0,benign
9,60,24,24,12,2,0.173,0,1,reconnaissance
2,6,5,3,27,0,0.012,0,0,benign
11,193,21,11,11,1,0.19,0,1,reconnaissance
9,145,8,24,15,1,0.216,1,1,reconnaissance
1,22,3,3,30,0,0.011,0,0,benign
36,37,7,8,12,1,0.591,1,1,brute_force
11,138,16,19,14,2,0.164,1,1,reconnaissance
10,74,15,21,7,2,0.188,1,1,reconnaissance
2,15,3,4,28,0,0.021,0,0,benign
0,9,1,2,24,0,0.01,0,0,benign
13,139,10,26,21,2,0.168,0,1,reconnaissance
62,63,11,8,8,1,0.493,1,1,brute_force
16,319,67,18,3,3,0.132,1,1,suspicious_data_access
0,7,2,3,32,0,0.002,0,0,benign
4,127,8,30,19,2,0.288,1,1,reconnaissance
61,76,12,4,11,1,0.587,1,1,brute_force
0,11,2,2,30,0,0.007,0,0,benign
59,58,7,5,5,0,0.6,1,0,brute_force
9,415,134,33,6,4,0.403,1,1,suspicious_data_access
0,13,6,1,29,0,0.011,0,0,benign
0,10,3,2,30,0,0.014,0,0,benign
32,44,7,3,9,1,0.607,1,1,brute_force
58,75,8,4,4,1,0.28,0,0,brute_force
0,17,1,3,29,0,0.002,0,0,benign
8,257,140,30,5,4,0.216,0,1,suspicious_data_access
0,13,5,3,21,1,0.015,0,0,benign
1,11,3,2,22,0,0.0,0,0,benign
0,8,1,3,33,0,0.004,0,0,benign
10,91,11,14,23,1,0.187,1,1,reconnaissance
0,3,2,4,20,0,0.021,0,0,benign
0,10,2,5,30,0,0.015,0,0,benign
0,13,5,6,34,0,0.024,0,0,benign
0,9,1,5,18,0,0.013,0,0,benign
11,108,27,19,12,1,0.192,1,1,reconnaissance
3,159,27,11,14,1,0.135,0,1,reconnaissance
40,30,13,6,10,1,0.534,0,0,brute_force
0,4,4,3,21,0,0.044,0,0,benign
8,128,12,10,11,1,0.153,0,1,reconnaissance
11,271,80,23,6,3,0.297,1,1,suspicious_data_access
1,9,3,4,39,0,0.006,0,0,benign
12,109,8,20,9,1,0.122,1,1,reconnaissance
0,13,5,1,18,0,0.005,0,0,benign
0,7,2,4,25,0,0.031,0,0,benign
10,109,18,15,17,1,0.19,1,1,reconnaissance
52,30,15,7,12,2,0.705,1,0,brute_force
0,10,1,6,16,0,0.007,1,0,benign
20,100,16,13,19,2,0.161,0,1,reconnaissance
6,442,103,28,3,3,0.3,1,1,suspicious_data_access
15,127,30,27,9,1,0.244,0,1,reconnaissance
0,14,5,2,30,0,0.001,0,0,benign
1,10,3,3,36,0,0.001,0,0,benign
10,187,25,14,14,1,0.137,0,1,reconnaissance
16,135,14,20,12,2,0.081,1,1,reconnaissance
1,3,2,2,20,0,0.007,0,0,benign
0,6,3,4,46,0,0.005,0,0,benign
1,6,1,4,24,0,0.009,0,0,benign
28,76,11,6,3,1,0.647,1,0,brute_force
1,9,3,4,31,0,0.026,0,0,benign
0,7,3,4,10,0,0.01,0,0,benign
0,9,2,4,35,0,0.008,0,0,benign
10,150,8,20,19,1,0.274,1,1,reconnaissance
0,13,3,6,49,0,0.001,0,0,benign
8,128,23,16,16,2,0.175,1,1,reconnaissance
0,14,1,3,36,0,0.012,0,0,benign
11,143,22,20,14,2,0.194,0,1,reconnaissance
0,14,5,3,31,0,0.001,0,0,benign
7,282,147,22,6,2,0.235,0,1,suspicious_data_access
7,119,29,20,10,2,0.212,0,1,reconnaissance
0,15,1,4,18,0,0.021,0,0,benign
10,97,33,17,10,2,0.144,1,1,reconnaissance
0,11,5,3,25,0,0.042,0,0,benign
60,59,9,5,5,1,0.537,1,0,brute_force
4,266,138,30,2,2,0.19,1,1,suspicious_data_access
7,145,27,17,8,1,0.17,1,1,reconnaissance
19,134,18,13,11,1,0.139,1,1,reconnaissance
0,9,3,4,27,0,0.021,0,0,benign
0,9,4,3,40,0,0.009,0,0,benign
0,17,1,5,36,0,0.005,0,0,benign
12,438,101,29,3,4,0.287,1,1,suspicious_data_access
11,130,10,16,11,2,0.089,0,1,reconnaissance
0,11,3,4,40,0,0.005,0,0,benign
0,10,2,4,46,0,0.048,0,0,benign
5,104,21,13,19,1,0.08,0,1,reconnaissance
0,15,1,4,39,0,0.008,0,0,benign
0,12,3,3,30,0,0.003,0,0,benign
3,10,2,1,11,0,0.036,0,0,benign
7,150,13,11,15,1,0.171,0,1,reconnaissance
0,8,2,4,29,0,0.031,0,0,benign
6,112,8,19,5,1,0.166,1,1,reconnaissance
7,60,13,15,18,1,0.19,0,1,reconnaissance
4,192,96,27,4,3,0.271,0,1,suspicious_data_access
13,230,86,36,7,3,0.277,1,1,suspicious_data_access
4,319,61,30,6,4,0.242,1,1,suspicious_data_access
0,12,3,5,41,1,0.005,0,0,benign
0,16,3,4,32,0,0.001,0,0,benign
0,9,4,4,41,1,0.039,0,0,benign
16,279,127,36,2,3,0.351,1,1,suspicious_data_access
7,219,64,25,5,2,0.342,1,1,suspicious_data_access
12,136,8,17,15,2,0.158,1,1,reconnaissance
13,99,17,10,17,1,0.221,1,1,reconnaissance
46,65,6,3,8,1,0.556,1,0,brute_force
0,11,4,4,18,0,0.021,0,0,benign
